file,prediction_butterfly,prediction_cat,prediction_cavallo,prediction_chicken,prediction_cow,prediction_elephant,prediction_horse,prediction_sheep,prediction_spider,prediction_squirrel,class,class_name
"('cavallo/OIP-0iJXerlE-7TrM413RCZm5AHaEK.jpeg', 'cavallo')",9.574432e-10,1.7246886e-09,0.9999404,7.1764643e-09,4.9738082e-05,2.339769e-06,1.8479606e-06,5.7191187e-06,3.1082819e-09,8.652221e-10,2,cavallo
"('cavallo/OIP-0iKiv4ZL7M2iiOOTvJsT_gHaGP.jpeg', 'cavallo')",4.4421455e-17,1.747158e-16,1.0,4.5132074e-14,2.1224452e-12,4.3027188e-16,4.1959283e-11,3.1492427e-14,2.4146286e-16,4.7492993e-18,2,cavallo
"('cavallo/OIP-0jYzXVBCAWowQfyLEiWzSAHaHv.jpeg', 'cavallo')",2.4891111e-16,2.452111e-16,1.0,1.0716695e-15,5.2870046e-09,2.0713765e-13,1.5212777e-10,8.50242e-14,1.7460328e-15,2.0728149e-17,2,cavallo
"('cavallo/OIP-0k_R3Nyg6o3p42oKJ_Y0sQAAAA.jpeg', 'cavallo')",9.542402e-10,5.045979e-10,0.9999788,4.0980586e-10,7.490922e-09,8.095571e-09,2.121772e-05,3.7143344e-09,8.192146e-11,4.008905e-09,2,cavallo
"('cavallo/OIP-0o5KBoSwuFtz3UHoNetS7gHaFs.jpeg', 'cavallo')",1.9670793e-05,7.110134e-05,0.94907594,0.00019766371,3.0136194e-05,1.665266e-07,0.050203573,0.00030005036,6.3158084e-05,3.8498638e-05,2,cavallo
"('cavallo/OIP-0ppkGUq3r6hjuq-IsIQ4vQHaD4.jpeg', 'cavallo')",3.4257722e-10,2.6317504e-10,0.99999917,8.274642e-09,1.3312036e-09,2.9788287e-09,8.213233e-07,9.491304e-09,3.883162e-09,4.002285e-10,2,cavallo
"('cavallo/OIP-0puAjNkgIiWd9uX3z5DdqAHaGA.jpeg', 'cavallo')",1.4658844e-13,1.0977255e-12,1.0,1.665275e-12,1.6159707e-09,1.8119306e-11,6.919111e-09,1.5600501e-10,2.0444697e-13,5.612665e-14,2,cavallo
"('cavallo/OIP-0qenfxqTxNHz917JjqgwvgHaHa.jpeg', 'cavallo')",8.160209e-11,3.3023078e-08,0.9997938,2.299296e-08,9.393428e-07,4.5983047e-08,0.00020516351,5.3865758e-08,1.4455512e-10,3.479576e-10,2,cavallo
"('cavallo/OIP-0sxDpagugsQW01QFj4XnRwHaFw.jpeg', 'cavallo')",1.484087e-11,2.2137232e-10,0.99996126,2.0551265e-09,3.2489537e-05,6.622042e-10,1.7690739e-07,6.113266e-06,3.1759012e-11,9.927778e-12,2,cavallo
"('cavallo/OIP-0tL2TodrY7XgZXJ1IJfx8QHaGS.jpeg', 'cavallo')",8.682977e-13,1.7142639e-12,0.9999999,2.2452169e-10,3.0775582e-10,2.0581824e-10,7.441696e-08,5.5048383e-11,2.627978e-12,9.659551e-13,2,cavallo
"('cavallo/OIP-0uxRO3kvJ1MF_w__qDGw7wHaPg.jpeg', 'cow')",5.325209e-05,6.2849094e-06,0.010626724,4.9131115e-05,0.97791594,2.0929649e-05,0.011256532,6.528099e-05,4.942373e-06,9.2266623e-07,4,cow
"('cavallo/OIP-0vtpKebK5ID40DlWylXzfQEsDw.jpeg', 'cavallo')",9.108148e-10,6.020297e-08,0.9999708,2.2801228e-08,2.2190268e-06,4.276786e-09,1.5812888e-05,1.1087772e-05,9.526541e-10,8.1254664e-10,2,cavallo
"('cavallo/OIP-0xPQHzcoD6qCNx6JXlwblQHaE7.jpeg', 'cavallo')",1.0597755e-10,3.027688e-09,0.99994147,2.3879709e-11,5.8244237e-05,7.5731843e-10,2.7677132e-07,1.41407535e-08,3.472271e-11,8.376318e-12,2,cavallo
"('cavallo/OIP-0yQFuZAdU-O3l-izTpEAvAHaGm.jpeg', 'cavallo')",1.8637897e-15,8.3502185e-15,1.0,1.0834091e-11,6.137196e-10,2.156963e-12,2.7505973e-11,3.4108377e-10,3.321169e-16,1.4167558e-15,2,cavallo
"('cavallo/OIP-11jTtu4_ICOX2FV0aWCungHaLn.jpeg', 'cavallo')",1.0700862e-12,5.033354e-12,1.0,7.1593294e-11,1.990511e-10,2.7733367e-09,9.626042e-09,3.1904382e-11,1.4771117e-12,1.235042e-12,2,cavallo
"('cavallo/OIP-14pDJX5W6b6u_gRhgMQmRwHaFv.jpeg', 'horse')",8.099938e-08,0.00017746075,0.18725897,8.500802e-07,9.411433e-07,0.008854683,0.80231786,9.1857844e-05,4.279358e-07,0.0012968427,6,horse
"('cavallo/OIP-16pJcfR0UbvSvZztag8eNgHaFj.jpeg', 'cavallo')",2.0481521e-15,3.012826e-15,1.0,5.9260675e-13,5.206926e-12,5.361077e-15,1.573149e-11,1.2371096e-12,5.970225e-16,9.5870484e-17,2,cavallo
"('cavallo/OIP-19XpVrikzimS3KOC2mzW7QHaFa.jpeg', 'cavallo')",3.0965486e-13,3.7427673e-13,1.0,6.228289e-11,4.3952952e-09,1.4970662e-11,2.013457e-09,8.262627e-10,1.8742153e-13,1.0663407e-13,2,cavallo
"('cavallo/OIP-1D05PoeEfaYPtHVduWdBRQHaGT.jpeg', 'cavallo')",4.846516e-10,7.8528916e-07,0.9988476,4.3254833e-08,0.0010237845,3.531524e-07,0.000113010276,1.44254445e-05,9.926913e-10,5.550025e-09,2,cavallo
"('cavallo/OIP-1FTXvCum9BW_1IiZtmBOYwHaJ4.jpeg', 'cavallo')",1.6831254e-10,2.4392472e-09,0.9999151,1.6886105e-07,5.5443965e-09,1.6665064e-08,8.455954e-05,1.6682979e-07,8.281991e-11,6.097185e-09,2,cavallo
"('cavallo/OIP-1HIpfQhTSHrqBC0juDvlzQHaHj.jpeg', 'cavallo')",9.0008816e-13,2.1840878e-09,0.9999987,5.9361955e-13,7.115902e-08,1.273655e-11,1.2368523e-06,1.2431493e-08,5.4198616e-14,2.2384461e-13,2,cavallo
"('cavallo/OIP-1KdxITHNd7U17cTpJPZfWwHaFj.jpeg', 'cavallo')",1.1940446e-13,1.1399244e-12,1.0,2.0280831e-10,7.848527e-11,1.2540874e-11,8.10135e-09,1.2336101e-09,9.938213e-14,3.746474e-13,2,cavallo
"('cavallo/OIP-1OxdZ9vRQ6-hNwg094tVlQHaE7.jpeg', 'cavallo')",1.4537814e-09,2.471629e-07,0.99501944,3.7752827e-06,5.1229554e-09,3.2347907e-07,0.0049748193,1.256229e-06,2.7408447e-09,9.625556e-08,2,cavallo
"('cavallo/OIP-1P2X4C7BvHauMbfZ4ZWVAAHaGI.jpeg', 'cavallo')",5.0967255e-11,1.6893478e-11,0.9999474,1.9294366e-06,1.4863016e-07,4.9296306e-10,1.3456741e-07,5.0408365e-05,2.347571e-11,2.665103e-11,2,cavallo
"('cavallo/OIP-1PC1FRrJVWWQfhpV-hGaMAHaJ4.jpeg', 'cavallo')",4.80196e-07,2.9412779e-05,0.9996927,3.437338e-07,1.110745e-05,1.7777342e-08,0.00026422672,7.321932e-07,9.5270406e-07,2.8678144e-08,2,cavallo
"('cavallo/OIP-1Q0lmOubIYCz4QtiK1_lPwHaIp.jpeg', 'cavallo')",1.4996285e-11,1.4427545e-10,0.99990773,2.6423197e-09,4.7529947e-10,1.7716922e-11,9.222296e-05,5.903453e-10,7.7194495e-10,3.36504e-10,2,cavallo
"('cavallo/OIP-1SL0bwkq6Iexv802mra2owHaE7.jpeg', 'cavallo')",1.698538e-09,9.594929e-08,0.99920374,3.4755948e-07,2.6599776e-06,1.4855467e-08,0.0007929698,3.172665e-08,1.2185195e-07,1.2622205e-08,2,cavallo
"('cavallo/OIP-1V8924Iilv_na4OPbFrAAQHaFj.jpeg', 'cavallo')",2.7286404e-11,4.740113e-11,0.9999982,4.152516e-10,1.6742456e-06,1.1506103e-09,8.649513e-08,6.0052315e-08,1.56517e-11,1.3861824e-11,2,cavallo
"('cavallo/OIP-1V9qGxBzZG_PTBFVwHAb8AHaGe.jpeg', 'cavallo')",2.860176e-17,1.5152735e-15,1.0,1.3442921e-12,2.848504e-13,2.8338751e-15,1.1951948e-10,8.8220035e-13,9.843533e-17,9.3774766e-17,2,cavallo
"('cavallo/OIP-1YruldjR_WnoRC-0QgBOeAHaF7.jpeg', 'cavallo')",4.420152e-13,1.10596055e-13,0.9999976,1.2608767e-11,2.360451e-06,3.7645395e-12,1.1268364e-09,2.9192644e-09,1.3976278e-13,9.944626e-16,2,cavallo
"('cavallo/OIP-1aNogzI0DBdhhRs-r1vYXwHaJW.jpeg', 'cavallo')",1.6242115e-08,1.6816908e-07,0.9980386,7.1859625e-07,0.00020876982,5.224382e-08,0.0017189734,3.2666907e-05,3.672504e-08,1.3071901e-09,2,cavallo
"('cavallo/OIP-1eFtOwCA-kROrD_O9R8eZQHaEr.jpeg', 'cavallo')",9.511308e-12,6.2891037e-10,0.9999813,1.6811626e-08,3.7311204e-10,6.8645845e-10,1.8661334e-05,5.0494964e-10,4.4829477e-11,6.034364e-11,2,cavallo
"('cavallo/OIP-1k-WZCeHF00r7QBUuRKutgHaFi.jpeg', 'cavallo')",6.9987155e-11,5.455184e-10,0.99201375,1.0824132e-08,0.007939667,1.2156466e-08,8.1380483e-07,4.5730274e-05,3.0031724e-10,1.1899398e-11,2,cavallo
"('cavallo/OIP-1kbYFkGXzSbZbw5_jfbJBQHaEz.jpeg', 'cavallo')",4.127429e-08,1.5322617e-07,0.99296486,8.368082e-08,0.0069451164,3.9372826e-06,5.6283912e-05,2.9460596e-05,3.0827465e-08,4.632535e-09,2,cavallo
"('cavallo/OIP-1kkhwRz7iITLNyGkkDxKEgHaFg.jpeg', 'cavallo')",1.9320602e-18,1.714796e-17,1.0,1.3087727e-13,1.4618392e-16,1.235701e-17,2.0298786e-10,2.0782375e-14,1.298476e-17,3.0197254e-18,2,cavallo
"('cavallo/OIP-1l5bhga8TGto8acJgwnedgHaEK.jpeg', 'cavallo')",7.741308e-12,6.493942e-11,0.99999917,1.9339166e-07,2.4342037e-10,4.9321147e-10,2.87135e-07,2.5980094e-07,5.536469e-10,1.3705578e-10,2,cavallo
"('cavallo/OIP-1lSeI5nrQDMRguYaY7hgdAHaGz.jpeg', 'cavallo')",8.130613e-10,3.6166675e-06,0.94912,1.9351585e-07,2.0827594e-07,4.338077e-06,0.050862815,8.617108e-06,1.5195774e-10,2.2630162e-07,2,cavallo
"('cavallo/OIP-1msN51k9dAKTADdMqIBudwHaFj.jpeg', 'cavallo')",4.0311416e-17,1.2761782e-15,1.0,8.6163884e-14,1.1793156e-11,1.3384031e-15,2.155804e-11,3.2397376e-13,5.6957824e-17,1.538958e-17,2,cavallo
"('cavallo/OIP-1p3VGMNouBNBzyhHANUjXwHaFV.jpeg', 'cavallo')",7.535597e-12,3.3510936e-10,0.99999845,2.4019693e-09,7.2027476e-08,1.5936916e-08,1.4033934e-06,1.12890255e-07,2.0829948e-12,6.269171e-11,2,cavallo
"('cavallo/OIP-1qfoZfLH9zLsb8AqCVm7PQAAAA.jpeg', 'cavallo')",9.938659e-12,3.512819e-10,0.9999485,1.978263e-10,4.4656097e-09,7.494371e-12,5.1543273e-05,1.5911351e-10,5.122616e-11,7.8075475e-13,2,cavallo
"('cavallo/OIP-1s1EglqH5duR48rOIfovmgEsDw.jpeg', 'cavallo')",4.9735552e-14,3.1248375e-11,0.9999989,7.7046636e-10,7.0825595e-10,3.8191767e-12,6.3630765e-08,1.0042564e-06,4.210939e-15,5.26647e-12,2,cavallo
"('cavallo/OIP-1ty7bgeO3FvUY9lq6t91ZwHaE4.jpeg', 'cavallo')",1.4875168e-08,5.0447547e-08,0.99987626,1.1913982e-05,1.006507e-06,1.1897416e-07,9.5908865e-05,1.469097e-05,2.8337993e-08,1.8828484e-08,2,cavallo
"('cavallo/OIP-1uWKZnldHYg-bcg23mB6BgHaGZ.jpeg', 'cavallo')",1.0922441e-08,1.3722889e-06,0.99951816,5.2091705e-06,9.0676245e-08,4.444403e-09,0.0004747373,2.0087306e-07,2.3776895e-08,4.9672742e-08,2,cavallo
"('cavallo/OIP-1wjbo6XkPH77IS2rGhWy0wHaGy.jpeg', 'cow')",2.6810847e-08,3.457195e-08,0.48431346,6.271531e-08,0.51500547,9.025675e-06,4.7766475e-06,0.0006671473,1.1513245e-08,2.1106528e-09,4,cow
"('cavallo/OIP-21yxHldI7fdzxEE1ysNPLwHaE8.jpeg', 'cavallo')",1.9233277e-10,1.4983978e-10,0.99999785,5.062695e-10,1.4244639e-06,8.646503e-09,7.2645577e-07,2.9158815e-09,1.8615559e-10,6.199531e-12,2,cavallo
"('cavallo/OIP-23COlDd3rhyFs2lYbBUK5QHaEo.jpeg', 'cavallo')",9.750195e-13,7.951209e-11,0.99999785,5.636652e-10,4.588811e-10,4.3755637e-12,2.19219e-06,2.4518618e-09,8.8994047e-13,1.0954884e-10,2,cavallo
"('cavallo/OIP-24saFJAfLkRoz4vMQFCSYgHaGs.jpeg', 'cavallo')",2.8117864e-09,1.9633e-08,0.998553,2.5947966e-07,6.5017886e-08,1.7969322e-06,0.00088911946,0.00055567315,2.348866e-08,8.027489e-08,2,cavallo
"('cavallo/OIP-25U_nhQjRxrZFcMbKxwL_QHaF-.jpeg', 'cavallo')",8.6068034e-16,4.871884e-15,1.0,3.9475292e-13,9.118348e-12,1.2267983e-13,1.5101747e-08,3.5583224e-11,5.968768e-16,6.4135027e-16,2,cavallo
"('cavallo/OIP-26ZZp0nuV3_6cgiWaeH3lwHaK3.jpeg', 'cavallo')",1.9703486e-06,4.800592e-06,0.66006804,3.5188632e-06,0.33901924,0.00030968024,0.00041269162,0.00014241064,3.7331847e-05,2.4524275e-07,2,cavallo
"('cavallo/OIP-29IKepmeSfxhu7LnEMY4ZQAAAA.jpeg', 'spider')",0.0021352388,0.047027815,0.2856305,0.0024598383,6.952424e-06,3.2091626e-05,0.32475725,0.0005067131,0.3371202,0.0003234226,8,spider
"('cavallo/OIP-29sN2KSWNlkpMSXp_m6GVAAAAA.jpeg', 'squirrel')",7.530044e-05,0.081727155,0.10944042,0.00037038772,0.0063094483,0.011875891,0.27863082,0.14702636,2.664971e-05,0.36451763,9,squirrel
"('cavallo/OIP-2AMJ2_Ho2fQXIdlA-2ZMCAHaKi.jpeg', 'cavallo')",2.18534e-05,7.118759e-06,0.9993587,4.1119193e-08,6.654575e-08,2.3432666e-07,0.0006112258,5.555336e-08,6.356211e-07,6.292187e-08,2,cavallo
"('cavallo/OIP-2AiuzhtWPq847I-mUWXCLgHaHm.jpeg', 'cavallo')",3.64424e-09,1.0833302e-09,0.5705401,1.8380877e-10,0.42930806,1.7425212e-07,2.956238e-05,0.00012214345,3.890833e-09,5.227164e-10,2,cavallo
"('cavallo/OIP-2B9rz2MOKn3-1WjwYDGmZAHaFw.jpeg', 'cavallo')",1.8852353e-14,3.5241263e-14,0.9999999,1.6010157e-11,7.53185e-10,2.3481768e-12,2.8303385e-10,6.844767e-08,1.608128e-15,6.6581614e-15,2,cavallo
"('cavallo/OIP-2DfO7Xt46fQa-QtUg8YVUgHaE7.jpeg', 'cavallo')",5.2817914e-09,2.607914e-08,0.9998927,6.0650855e-08,9.264314e-06,3.4872198e-06,3.832441e-05,5.6090816e-05,6.228637e-09,5.4941323e-09,2,cavallo
"('cavallo/OIP-2F8c4kKO2JsL8cyB6Fpc1gHaGo.jpeg', 'cavallo')",4.0330543e-12,1.7075895e-11,0.9999988,7.4760024e-08,2.9610192e-08,2.4616656e-10,1.4945311e-07,9.2447453e-07,2.9102792e-12,6.986646e-12,2,cavallo
"('cavallo/OIP-2FUcvKY-GTGORgWsv9TxMwHaFy.jpeg', 'cavallo')",7.2582085e-10,2.0954834e-08,0.9999355,4.735962e-07,7.495576e-08,6.917097e-08,6.2976906e-05,8.607347e-07,3.766782e-09,1.523292e-08,2,cavallo
"('cavallo/OIP-2G4u75K8lddYwV_TbnbTLgHaG_.jpeg', 'cavallo')",2.0889727e-12,1.6658184e-11,0.9999995,1.2604616e-10,2.0861657e-08,8.899726e-09,4.4889939e-07,4.3584922e-10,4.324009e-12,1.3255141e-12,2,cavallo
"('cavallo/OIP-2JgiOoKzEf0WE4GPlYGsawHaFj.jpeg', 'cavallo')",3.4889233e-12,6.2149114e-12,0.9999999,2.769369e-11,9.541085e-08,1.1847071e-09,1.2780167e-08,4.02301e-08,6.7166663e-12,6.35802e-13,2,cavallo
"('cavallo/OIP-2K_IlDt6pjnDyeh-bPsPXwHaFO.jpeg', 'cavallo')",1.2375655e-15,7.634203e-15,1.0,1.1748097e-11,2.416812e-13,1.1140635e-13,1.6046067e-09,1.441904e-12,6.2496395e-14,4.8879307e-15,2,cavallo
"('cavallo/OIP-2N540RnNenrt5b2pgCTCzwHaE6.jpeg', 'cavallo')",3.0184245e-13,2.8217966e-12,0.99999964,1.1713558e-09,2.1328336e-08,2.8959266e-10,3.4631873e-07,2.7415599e-08,1.8013775e-12,9.525093e-13,2,cavallo
"('cavallo/OIP-2RDK8v0RKQDFqree5hn-hQHaFj.jpeg', 'cavallo')",2.5297722e-12,1.8521541e-10,0.9999814,9.9960165e-09,1.9896778e-09,5.567299e-11,1.7366201e-05,1.2167454e-06,1.0778193e-12,2.9597776e-11,2,cavallo
"('cavallo/OIP-2RHsTXcbyQQiqyssUmccjwHaE9.jpeg', 'cavallo')",2.1020043e-09,1.606579e-07,0.9967428,1.6457047e-06,4.786776e-09,1.4478113e-08,0.003250257,5.191343e-06,6.9097367e-10,4.569937e-08,2,cavallo
"('cavallo/OIP-2RoSlpUWnG8LLj5AsxY7QAHaE7.jpeg', 'cavallo')",1.2062796e-17,4.3319492e-17,1.0,2.2014839e-14,2.4467933e-13,4.5114447e-17,2.7397865e-10,9.356195e-14,4.0182145e-17,5.281152e-19,2,cavallo
"('cavallo/OIP-2T8eunBax7HQ0UIY0rX1jwHaFO.jpeg', 'cavallo')",2.1752858e-06,0.007439704,0.9337953,6.563469e-05,1.791825e-05,0.00013426814,0.058028735,0.000505952,3.4385474e-07,9.8845885e-06,2,cavallo
"('cavallo/OIP-2UJmCOrfHjiSAaonEpOQlwHaHa.jpeg', 'cavallo')",3.146212e-13,4.5318788e-12,1.0,1.7022227e-11,3.9626414e-08,2.4503405e-11,1.7875749e-08,2.7960573e-10,1.1574362e-12,9.7056796e-14,2,cavallo
"('cavallo/OIP-2VRDwOmU-QQjBB1y07_t8wHaFD.jpeg', 'cavallo')",1.1176626e-10,9.139325e-10,0.99999857,9.271344e-09,5.7223264e-08,7.3220707e-07,5.023428e-07,1.5144887e-07,4.1237617e-11,4.202564e-10,2,cavallo
"('cavallo/OIP-2Wf5QRiY6yhJzbw-fcFZ8AHaF4.jpeg', 'cavallo')",6.317841e-20,3.9672177e-19,1.0,1.8822802e-16,3.2516576e-15,1.9608553e-17,1.9127282e-12,8.562206e-15,3.2756026e-20,2.1238132e-20,2,cavallo
"('cavallo/OIP-2YIpoZXla4ix4Eq8KUDVrwHaFj.jpeg', 'cavallo')",1.3306619e-11,1.900607e-11,0.9999994,2.7564662e-08,2.5734126e-09,5.9839626e-11,1.3031233e-08,5.965571e-07,6.5305586e-12,1.8575926e-11,2,cavallo
"('cavallo/OIP-2YvWKB-Hgf0_kdonYXfvywHaFj.jpeg', 'cavallo')",2.1485587e-07,8.1006766e-07,0.9905896,0.0017838664,7.6140044e-05,0.006037445,0.0013016366,0.00012082481,7.6773085e-07,8.874127e-05,2,cavallo
"('cavallo/OIP-2_YOepCf_izcg5p7hM-aigHaHa.jpeg', 'horse')",3.7793896e-07,2.9195255e-05,3.3379984e-05,1.5376434e-06,3.2893986e-05,4.915738e-07,0.99984276,5.1891733e-05,3.115565e-06,4.3614514e-06,6,horse
"('cavallo/OIP-2b1YobOLZcxJwTkwECJAqwHaLf.jpeg', 'cavallo')",1.0376572e-14,6.328262e-13,0.9999968,4.822629e-11,4.9194234e-12,1.7833257e-12,3.1834943e-06,7.94641e-11,4.9701593e-14,1.9846406e-13,2,cavallo
"('cavallo/OIP-2bLLXfOz0MSZNwkhwvEd4AHaGS.jpeg', 'cavallo')",9.753455e-16,5.924061e-15,1.0,1.1563733e-11,1.8208707e-13,5.5224983e-14,1.151104e-09,1.64106e-11,1.088181e-14,4.8559277e-15,2,cavallo
"('cavallo/OIP-2dcIAS5-2KCexQeWkgqDMQHaFV.jpeg', 'cavallo')",1.1901903e-10,1.8214942e-08,0.9991767,3.398193e-08,4.4711184e-12,5.329731e-10,0.0008233489,3.503867e-10,2.0975847e-10,7.7517254e-10,2,cavallo
"('cavallo/OIP-2eWvMHtLEvEycesigyT1SQHaFc.jpeg', 'cavallo')",1.2691775e-13,3.7558758e-11,0.99999905,1.3706074e-10,1.9802165e-10,2.4052633e-12,9.3451075e-07,6.647619e-09,3.6316815e-13,4.5121982e-13,2,cavallo
"('cavallo/OIP-2frXGSzQwPYeG8EiS97BIgHaEs.jpeg', 'cavallo')",2.4189272e-14,1.4373993e-14,1.0,3.193211e-13,5.012586e-11,5.204312e-13,2.1222542e-09,3.804411e-14,2.8078946e-14,1.7320676e-16,2,cavallo
"('cavallo/OIP-2gkZR0-nAI3zN9uJf5h-DAHaFv.jpeg', 'cavallo')",4.187347e-16,6.040257e-15,1.0,5.329515e-14,3.01929e-09,2.670456e-13,7.349336e-11,1.7904052e-10,3.2935643e-16,8.4872734e-17,2,cavallo
"('cavallo/OIP-2hh-tkyPy7GN71O4LsqWxwHaEo.jpeg', 'cavallo')",1.3324764e-18,2.6753398e-17,1.0,5.134833e-15,7.494635e-14,2.0790073e-17,5.4318612e-11,3.7816796e-14,1.58075e-18,1.0593925e-18,2,cavallo
"('cavallo/OIP-2kLDzggLujT2MJMt2Vzj-QHaF3.jpeg', 'cavallo')",4.304274e-17,1.9678937e-14,0.9999995,1.5321282e-12,1.60785e-13,4.6837732e-17,4.9629153e-07,8.4289357e-13,2.6854216e-16,2.7060707e-16,2,cavallo
"('cavallo/OIP-2lxwgRtSWuuK2IWna8VcpwHaFz.jpeg', 'cavallo')",7.889569e-20,2.5100572e-18,1.0,3.57378e-16,7.79024e-15,2.0504807e-16,6.729962e-13,6.885939e-15,1.4523876e-19,1.5509843e-20,2,cavallo
"('cavallo/OIP-2mE0Kv56UW7U6NSUSFReXQHaH6.jpeg', 'cavallo')",7.597711e-09,1.7331528e-08,0.9998498,6.7259055e-07,1.34589445e-05,7.072302e-07,2.0227966e-05,0.00011341846,1.6093593e-06,2.3781779e-09,2,cavallo
"('cavallo/OIP-2mFUQLyl5gRz9P6FUq_-9AHaF0.jpeg', 'cavallo')",1.3853347e-09,1.446895e-09,0.99950004,7.525376e-09,2.5678512e-05,0.000274647,2.4078588e-06,0.00019727519,6.0420713e-09,3.7319663e-09,2,cavallo
"('cavallo/OIP-2mLzca_EFCpApzSmMbH5gAHaFi.jpeg', 'cavallo')",1.1636757e-13,2.5582442e-12,1.0,2.2559605e-11,1.5249671e-10,2.6698579e-11,6.705081e-09,2.056623e-08,1.4609662e-13,4.4946883e-13,2,cavallo
"('cavallo/OIP-2n3ixcVxGjABci-gkJVmmAHaJQ.jpeg', 'cavallo')",3.6427515e-16,8.0858067e-16,1.0,2.0381263e-14,1.9772067e-10,7.287331e-15,1.0981596e-11,9.903236e-12,1.0821939e-16,2.2206099e-17,2,cavallo
"('cavallo/OIP-2oV0kP5XbNBoFJWBBtqgbAHaFW.jpeg', 'cavallo')",4.6867666e-12,2.95273e-11,0.9999988,6.561235e-11,3.4392462e-09,7.990419e-09,1.1257191e-06,3.210137e-08,6.623311e-11,3.4304965e-11,2,cavallo
"('cavallo/OIP-2oshy9hrsEFWalF09v6BkgHaE6.jpeg', 'cavallo')",4.345884e-14,2.0517945e-13,1.0,6.9780346e-09,1.9945878e-11,4.618872e-13,1.5966393e-08,3.0802025e-09,1.5749096e-13,5.0394967e-14,2,cavallo
"('cavallo/OIP-2qHtF81VRPZA8DCXhfzlVQHaFy.jpeg', 'cavallo')",6.0184445e-18,4.3395738e-17,1.0,6.4018708e-15,2.640539e-12,2.8863294e-16,2.4018732e-12,6.4605846e-13,4.636416e-18,1.4201191e-18,2,cavallo
"('cavallo/OIP-2supbKKGV6nbGie47XAykgHaFj.jpeg', 'cavallo')",2.6913594e-10,6.993279e-09,0.99997354,1.8439525e-07,4.1578463e-08,3.3847762e-08,1.3500915e-05,1.2618884e-05,8.2265354e-11,5.197836e-09,2,cavallo
"('cavallo/OIP-2uL0ggcuYEP6fuuitNOSNAHaF7.jpeg', 'cavallo')",1.9681149e-11,5.2186727e-10,0.99994254,2.16797e-09,3.9597075e-05,2.2451407e-09,1.7754854e-05,6.807478e-08,1.1773702e-09,3.0582095e-12,2,cavallo
"('cavallo/OIP-2uUzT74LJc5VFW2-EHCtSwHaE7.jpeg', 'cow')",9.763439e-09,5.2500497e-09,0.025011076,2.779081e-06,0.97123647,6.707262e-07,1.9855864e-07,0.0037487785,1.1708324e-09,1.1250806e-10,4,cow
"('cavallo/OIP-2woXC_EAK0cxgFvUDFVk4gHaFj.jpeg', 'cavallo')",2.745977e-11,2.1939585e-10,0.9999993,3.4042058e-10,3.559092e-08,3.5084344e-08,5.9030117e-07,3.093579e-08,8.657526e-12,1.6887202e-11,2,cavallo
"('cavallo/OIP-3-O_mNUad2pY8bGTnImYSQHaEw.jpeg', 'cavallo')",5.364756e-16,7.1428616e-16,1.0,5.0208837e-14,2.0532625e-13,1.0897803e-14,2.927433e-10,4.9745286e-14,1.8155326e-14,3.2063873e-17,2,cavallo
"('cavallo/OIP-3-n6Dqk6x6VXz8sbkyRWJwHaF7.jpeg', 'cavallo')",2.7494441e-12,3.407711e-11,0.999997,3.1142305e-10,6.4364064e-10,7.1417627e-09,3.001589e-06,5.3092786e-10,2.9802652e-13,6.718364e-12,2,cavallo
"('cavallo/OIP-30dIlbntTTTYDcOUHIZtPwHaFW.jpeg', 'cavallo')",1.2460947e-11,1.8924342e-09,0.9999883,3.9803204e-08,4.4089526e-10,2.2440318e-09,1.166538e-05,6.0461613e-10,4.2784581e-10,3.318831e-09,2,cavallo
"('cavallo/OIP-31ti3qDy1_HKdhIAc11mJAHaD0.jpeg', 'sheep')",0.00020419413,0.00015870386,0.000216146,0.0012648981,0.00090088364,0.0013078986,0.0006250933,0.99475586,8.807787e-05,0.00047827823,7,sheep
"('cavallo/OIP-32zCsm1J31gsiuXO9p-epgHaFj.jpeg', 'cavallo')",3.7889436e-07,9.80448e-07,0.9999919,2.4405272e-06,9.7353144e-08,7.815054e-09,3.6261695e-06,2.5019242e-08,4.5926348e-07,1.6630803e-07,2,cavallo
"('cavallo/OIP-34e_G0Wjkqu3ArVMY4yFMAHaFZ.jpeg', 'cavallo')",0.0006430448,0.003328879,0.87524474,0.017199904,2.5923391e-06,5.919962e-06,0.007375931,0.09588131,0.00030068652,1.7045499e-05,2,cavallo
"('cavallo/OIP-34t1uy5Dq2U3YW1IP6pfKQHaFj.jpeg', 'cavallo')",1.3503964e-12,4.9191262e-11,0.9991885,1.9282617e-11,0.0008114521,1.3400411e-08,1.6285691e-08,5.5915294e-08,5.1490257e-12,3.1165665e-13,2,cavallo
"('cavallo/OIP-36BCYm7wnJN6KvDHTTDrOAHaFj.jpeg', 'cavallo')",0.010447724,0.008772848,0.83136725,0.027853707,0.0029204364,0.0031855903,0.083120756,0.008428088,0.0074957684,0.016407799,2,cavallo
"('cavallo/OIP-36DbkH2lBD9LxRMStF7Q0gHaFj.jpeg', 'cavallo')",2.4167704e-13,6.405414e-11,1.0,2.0696775e-10,1.4702864e-09,5.286891e-10,3.394493e-08,3.2593823e-11,9.300528e-13,2.8066499e-12,2,cavallo
