model-1585468409,1585468419.379,0.71,0.2045,0.69,0.187
model-1585468409,1585468419.4,0.67,0.1809,0.7,0.1978
model-1585468409,1585468419.421,0.67,0.2015,0.71,0.2101
model-1585468409,1585468419.442,0.7,0.2118,0.59,0.2145
model-1585468409,1585468419.463,0.65,0.1966,0.69,0.1957
model-1585468409,1585468419.485,0.75,0.1695,0.7,0.1768
model-1585468409,1585468419.507,0.71,0.1913,0.8,0.1604
model-1585468409,1585468419.528,0.68,0.2,0.7,0.1817
model-1585468409,1585468419.549,0.68,0.2044,0.72,0.1884
model-1585468409,1585468419.564,0.73,0.2031,0.7,0.2
model-1585468409,1585468419.588,0.78,0.1598,0.69,0.2011
model-1585468409,1585468419.61,0.74,0.1723,0.82,0.1447
model-1585468409,1585468419.644,0.72,0.1927,0.7,0.2001
model-1585468409,1585468419.667,0.72,0.2037,0.7,0.2066
model-1585468409,1585468419.713,0.7,0.1928,0.65,0.2142
model-1585468409,1585468419.756,0.69,0.185,0.67,0.2142
model-1585468409,1585468419.798,0.65,0.2021,0.63,0.2079
model-1585468409,1585468419.822,0.78,0.1699,0.74,0.1723
model-1585468409,1585468419.846,0.79,0.1671,0.66,0.2196
model-1585468409,1585468419.869,0.66,0.2039,0.69,0.2168
model-1585468409,1585468419.891,0.69,0.1966,0.67,0.2149
model-1585468409,1585468419.912,0.73,0.1953,0.66,0.2106
model-1585468409,1585468419.938,0.78,0.1635,0.69,0.2085
model-1585468409,1585468419.959,0.81,0.1419,0.78,0.1526
model-1585468409,1585468419.981,0.69,0.1939,0.75,0.1928
model-1585468409,1585468420.003,0.76,0.1706,0.71,0.1827
model-1585468409,1585468420.024,0.7,0.1781,0.79,0.1621
model-1585468409,1585468420.051,0.83,0.1521,0.7,0.2002
model-1585468409,1585468420.073,0.74,0.1725,0.68,0.2082
model-1585468409,1585468420.094,0.79,0.149,0.7,0.1754
model-1585468409,1585468420.116,0.65,0.206,0.75,0.1723
model-1585468409,1585468420.136,0.67,0.1906,0.87,0.1165
model-1585468409,1585468420.159,0.74,0.1645,0.66,0.2216
model-1585468409,1585468420.181,0.82,0.1411,0.64,0.2357
model-1585468409,1585468420.202,0.76,0.1689,0.64,0.23
model-1585468409,1585468420.222,0.74,0.1768,0.63,0.2395
model-1585468409,1585468420.243,0.75,0.1721,0.8,0.1413
model-1585468409,1585468420.268,0.76,0.1687,0.8,0.1492
model-1585468409,1585468420.289,0.74,0.1587,0.66,0.2129
model-1585468409,1585468420.31,0.8,0.1517,0.72,0.1922
model-1585468409,1585468420.33,0.72,0.1467,0.77,0.1757
model-1585468409,1585468420.351,0.66,0.2128,0.8,0.1475
model-1585468409,1585468420.373,0.73,0.179,0.67,0.2032
model-1585468409,1585468420.396,0.86,0.145,0.69,0.2106
model-1585468409,1585468420.417,0.81,0.1604,0.67,0.2016
model-1585468409,1585468420.437,0.71,0.2061,0.71,0.183
model-1585468409,1585468420.458,0.73,0.2,0.68,0.2091
model-1585468409,1585468420.482,0.7,0.1813,0.61,0.226
model-1585468409,1585468420.504,0.58,0.2474,0.71,0.1695
model-1585468409,1585468420.527,0.68,0.1938,0.69,0.1958
model-1585468409,1585468420.554,0.78,0.1653,0.71,0.185
model-1585468409,1585468420.579,0.75,0.1645,0.76,0.1671
model-1585468409,1585468420.605,0.71,0.1794,0.72,0.1968
model-1585468409,1585468420.628,0.64,0.212,0.68,0.21
model-1585468409,1585468420.65,0.71,0.1904,0.77,0.1736
model-1585468409,1585468420.671,0.82,0.1503,0.64,0.1974
model-1585468409,1585468420.692,0.75,0.1763,0.59,0.2357
model-1585468409,1585468420.717,0.68,0.1985,0.66,0.2134
model-1585468409,1585468420.738,0.72,0.1712,0.68,0.194
model-1585468409,1585468420.759,0.63,0.2204,0.74,0.1781
model-1585468409,1585468420.78,0.8,0.1571,0.76,0.1775
model-1585468409,1585468420.801,0.67,0.2054,0.74,0.1875
model-1585468409,1585468420.824,0.67,0.1926,0.73,0.1702
model-1585468409,1585468420.849,0.69,0.194,0.74,0.1945
model-1585468409,1585468420.87,0.79,0.1574,0.72,0.1915
model-1585468409,1585468420.891,0.7,0.2096,0.73,0.2073
model-1585468409,1585468420.912,0.77,0.1725,0.76,0.1696
model-1585468409,1585468420.935,0.67,0.2013,0.72,0.1874
model-1585468409,1585468420.957,0.73,0.1741,0.82,0.1517
model-1585468409,1585468420.978,0.71,0.1843,0.72,0.1847
model-1585468409,1585468420.999,0.76,0.1698,0.74,0.1895
model-1585468409,1585468421.02,0.73,0.1665,0.72,0.1891
model-1585468409,1585468421.041,0.75,0.1624,0.78,0.1526
model-1585468409,1585468421.063,0.63,0.2246,0.67,0.2222
model-1585468409,1585468421.084,0.79,0.1614,0.74,0.1554
model-1585468409,1585468421.105,0.8,0.1532,0.72,0.1862
model-1585468409,1585468421.127,0.71,0.1945,0.75,0.1853
model-1585468409,1585468421.159,0.79,0.1559,0.73,0.2051
model-1585468409,1585468421.183,0.77,0.1799,0.73,0.1861
model-1585468409,1585468421.205,0.78,0.1531,0.73,0.1898
model-1585468409,1585468421.226,0.76,0.1705,0.66,0.2211
model-1585468409,1585468421.248,0.83,0.136,0.7,0.2199
model-1585468409,1585468421.27,0.73,0.1649,0.74,0.1798
model-1585468409,1585468421.293,0.77,0.1462,0.66,0.2232
model-1585468409,1585468421.319,0.79,0.1647,0.77,0.1369
model-1585468409,1585468421.341,0.82,0.154,0.78,0.1327
model-1585468409,1585468421.364,0.75,0.1546,0.85,0.1303
model-1585468409,1585468421.388,0.72,0.1983,0.64,0.2243
model-1585468409,1585468421.411,0.69,0.2028,0.8,0.1486
model-1585468409,1585468421.432,0.77,0.154,0.74,0.1717
model-1585468409,1585468421.454,0.71,0.1879,0.68,0.2078
model-1585468409,1585468421.475,0.79,0.1678,0.74,0.196
model-1585468409,1585468421.501,0.77,0.1403,0.72,0.1672
model-1585468409,1585468421.523,0.82,0.1425,0.69,0.1959
model-1585468409,1585468421.546,0.83,0.1447,0.71,0.1754
model-1585468409,1585468421.568,0.79,0.1597,0.74,0.1853
model-1585468409,1585468421.59,0.79,0.1575,0.76,0.1696
model-1585468409,1585468421.616,0.77,0.1496,0.74,0.1885
model-1585468409,1585468421.637,0.82,0.1288,0.75,0.1656
model-1585468409,1585468421.659,0.72,0.1758,0.75,0.1513
model-1585468409,1585468421.68,0.74,0.1719,0.69,0.1868
model-1585468409,1585468421.701,0.75,0.1579,0.63,0.2149
model-1585468409,1585468421.724,0.81,0.1492,0.8,0.1411
model-1585468409,1585468421.747,0.73,0.1907,0.64,0.2232
model-1585468409,1585468421.768,0.73,0.1832,0.76,0.1755
model-1585468409,1585468421.789,0.65,0.2281,0.61,0.2351
model-1585468409,1585468421.81,0.72,0.2003,0.74,0.1816
model-1585468409,1585468421.835,0.8,0.1545,0.69,0.1935
model-1585468409,1585468421.858,0.73,0.1777,0.74,0.1919
model-1585468409,1585468421.895,0.76,0.1812,0.81,0.1418
model-1585468409,1585468421.918,0.72,0.1624,0.71,0.1821
model-1585468409,1585468421.941,0.73,0.1759,0.8,0.1481
model-1585468409,1585468421.969,0.71,0.1967,0.69,0.1892
model-1585468409,1585468421.991,0.79,0.1585,0.72,0.1714
model-1585468409,1585468422.013,0.78,0.1657,0.69,0.2135
model-1585468409,1585468422.035,0.81,0.1367,0.74,0.1843
model-1585468409,1585468422.057,0.78,0.1649,0.66,0.2378
model-1585468409,1585468422.083,0.69,0.1994,0.77,0.176
model-1585468409,1585468422.105,0.75,0.1612,0.74,0.1826
model-1585468409,1585468422.126,0.73,0.1925,0.74,0.1733
model-1585468409,1585468422.148,0.71,0.1985,0.72,0.1993
model-1585468409,1585468422.17,0.72,0.1819,0.76,0.1875
model-1585468409,1585468422.194,0.73,0.1577,0.62,0.2293
model-1585468409,1585468422.217,0.71,0.1921,0.68,0.1942
model-1585468409,1585468422.238,0.76,0.161,0.66,0.2032
model-1585468409,1585468422.259,0.76,0.1698,0.65,0.2109
model-1585468409,1585468422.28,0.78,0.145,0.83,0.1459
model-1585468409,1585468422.304,0.74,0.1724,0.78,0.1563
model-1585468409,1585468422.333,0.78,0.1559,0.74,0.1782
model-1585468409,1585468422.362,0.76,0.1755,0.69,0.1802
model-1585468409,1585468422.393,0.73,0.1723,0.69,0.2022
model-1585468409,1585468422.415,0.74,0.1724,0.73,0.1935
model-1585468409,1585468422.438,0.79,0.1356,0.69,0.2082
model-1585468409,1585468422.46,0.81,0.1325,0.71,0.2018
model-1585468409,1585468422.481,0.83,0.1368,0.85,0.1123
model-1585468409,1585468422.502,0.78,0.1412,0.76,0.1853
model-1585468409,1585468422.523,0.8,0.1527,0.78,0.1719
model-1585468409,1585468422.546,0.73,0.1844,0.75,0.1609
model-1585468409,1585468422.568,0.67,0.1797,0.7,0.1995
model-1585468409,1585468422.589,0.74,0.1913,0.81,0.1691
model-1585468409,1585468422.61,0.77,0.1491,0.69,0.2024
model-1585468409,1585468422.632,0.75,0.1811,0.66,0.2055
model-1585468409,1585468422.654,0.77,0.1534,0.71,0.2143
model-1585468409,1585468422.676,0.8,0.1589,0.68,0.2092
model-1585468409,1585468422.698,0.68,0.2029,0.76,0.1761
model-1585468409,1585468422.719,0.75,0.1645,0.82,0.1296
model-1585468409,1585468422.74,0.84,0.1393,0.78,0.1494
model-1585468409,1585468422.763,0.66,0.2154,0.75,0.1646
model-1585468409,1585468422.784,0.74,0.1801,0.77,0.1506
model-1585468409,1585468422.805,0.73,0.1879,0.75,0.1658
model-1585468409,1585468422.826,0.76,0.1693,0.84,0.1311
model-1585468409,1585468422.849,0.81,0.1455,0.78,0.1568
model-1585468409,1585468422.872,0.73,0.1828,0.72,0.1899
model-1585468409,1585468422.895,0.71,0.1836,0.76,0.1647
model-1585468409,1585468422.918,0.71,0.19,0.73,0.1903
model-1585468409,1585468422.94,0.76,0.1801,0.75,0.1667
model-1585468409,1585468422.961,0.69,0.1752,0.67,0.1943
model-1585468409,1585468422.983,0.71,0.1798,0.76,0.1666
model-1585468409,1585468423.005,0.71,0.1801,0.86,0.1316
model-1585468409,1585468423.026,0.81,0.1596,0.67,0.2115
model-1585468409,1585468423.048,0.7,0.1658,0.78,0.1486
model-1585468409,1585468423.069,0.7,0.1881,0.71,0.1892
model-1585468409,1585468423.092,0.68,0.1957,0.77,0.1557
model-1585468409,1585468423.114,0.72,0.1787,0.69,0.2061
model-1585468409,1585468423.136,0.71,0.1763,0.68,0.2046
model-1585468409,1585468423.158,0.85,0.1415,0.69,0.188
model-1585468409,1585468423.179,0.65,0.2069,0.71,0.1745
model-1585468409,1585468423.202,0.69,0.1953,0.76,0.1768
model-1585468409,1585468423.223,0.82,0.1342,0.71,0.1872
model-1585468409,1585468423.245,0.81,0.1405,0.74,0.1783
model-1585468409,1585468423.266,0.76,0.1656,0.77,0.16
model-1585468409,1585468423.287,0.73,0.1917,0.67,0.2186
model-1585468409,1585468423.309,0.78,0.1818,0.69,0.2072
model-1585468409,1585468423.331,0.75,0.1613,0.75,0.1653
model-1585468409,1585468423.352,0.85,0.1298,0.79,0.1642
model-1585468409,1585468423.373,0.77,0.1521,0.72,0.1959
model-1585468409,1585468423.394,0.76,0.1651,0.74,0.1643
model-1585468409,1585468423.416,0.67,0.1958,0.72,0.1677
model-1585468409,1585468423.437,0.8,0.1568,0.73,0.1725
model-1585468409,1585468423.459,0.78,0.179,0.74,0.1608
model-1585468409,1585468423.48,0.77,0.1688,0.62,0.1984
model-1585468409,1585468423.5,0.81,0.1281,0.74,0.1883
model-1585468409,1585468423.523,0.79,0.1541,0.69,0.1892
model-1585468409,1585468423.545,0.79,0.1532,0.74,0.1967
model-1585468409,1585468423.566,0.74,0.1604,0.83,0.1318
model-1585468409,1585468423.588,0.74,0.1696,0.65,0.2327
model-1585468409,1585468423.61,0.71,0.1953,0.69,0.1822
model-1585468409,1585468423.633,0.75,0.1677,0.79,0.1486
model-1585468409,1585468423.654,0.74,0.1504,0.61,0.2187
model-1585468409,1585468423.675,0.76,0.1591,0.75,0.1682
model-1585468409,1585468423.696,0.76,0.1637,0.78,0.1703
model-1585468409,1585468423.716,0.84,0.123,0.79,0.1458
model-1585468409,1585468423.738,0.75,0.1629,0.68,0.2182
model-1585468409,1585468423.759,0.7,0.195,0.7,0.2201
model-1585468409,1585468423.78,0.79,0.1701,0.69,0.1967
model-1585468409,1585468423.8,0.71,0.1822,0.73,0.1694
model-1585468409,1585468423.821,0.65,0.2079,0.72,0.2134
model-1585468409,1585468423.843,0.76,0.1679,0.67,0.1873
model-1585468409,1585468423.864,0.89,0.1031,0.72,0.1776
model-1585468409,1585468423.885,0.79,0.1501,0.78,0.1843
model-1585468409,1585468423.906,0.8,0.1359,0.74,0.1548
model-1585468409,1585468423.926,0.78,0.1572,0.77,0.1566
model-1585468409,1585468423.948,0.78,0.1296,0.77,0.1611
model-1585468409,1585468423.969,0.76,0.1402,0.73,0.1734
model-1585468409,1585468423.991,0.76,0.1661,0.63,0.2387
model-1585468409,1585468424.012,0.77,0.1531,0.76,0.1592
model-1585468409,1585468424.032,0.83,0.1333,0.77,0.154
model-1585468409,1585468424.054,0.8,0.1529,0.71,0.1809
model-1585468409,1585468424.076,0.75,0.1717,0.63,0.2182
model-1585468409,1585468424.096,0.69,0.1777,0.74,0.1901
model-1585468409,1585468424.117,0.73,0.1817,0.78,0.1572
model-1585468409,1585468424.138,0.81,0.1284,0.75,0.1816
model-1585468409,1585468424.16,0.71,0.166,0.77,0.1588
model-1585468409,1585468424.182,0.82,0.1429,0.73,0.1886
model-1585468409,1585468424.203,0.83,0.1258,0.79,0.1391
model-1585468409,1585468424.224,0.69,0.19,0.73,0.1944
model-1585468409,1585468424.245,0.71,0.1917,0.74,0.1783
model-1585468409,1585468424.266,0.77,0.1504,0.76,0.1582
model-1585468409,1585468424.288,0.71,0.2006,0.72,0.2069
model-1585468409,1585468424.309,0.74,0.1828,0.78,0.1491
model-1585468409,1585468424.331,0.73,0.1528,0.76,0.1635
model-1585468409,1585468424.356,0.82,0.1413,0.74,0.1883
model-1585468409,1585468424.382,0.78,0.1621,0.74,0.1966
model-1585468409,1585468424.405,0.81,0.1326,0.72,0.1835
model-1585468409,1585468424.428,0.8,0.1363,0.76,0.1689
model-1585468409,1585468424.451,0.74,0.1675,0.77,0.1425
model-1585468409,1585468424.473,0.77,0.1491,0.67,0.2036
model-1585468409,1585468424.498,0.72,0.1884,0.78,0.1638
model-1585468409,1585468424.52,0.7,0.1858,0.69,0.1943
model-1585468409,1585468424.542,0.71,0.1824,0.68,0.2122
model-1585468409,1585468424.564,0.85,0.131,0.86,0.133
model-1585468409,1585468424.586,0.78,0.1628,0.68,0.1912
model-1585468409,1585468424.61,0.69,0.1985,0.83,0.1279
model-1585468409,1585468424.634,0.73,0.1896,0.78,0.1711
model-1585468409,1585468424.651,0.77,0.1767,0.78,0.1561
model-1585468409,1585468424.675,0.81,0.1315,0.78,0.1722
model-1585468409,1585468424.698,0.77,0.1494,0.77,0.1728
model-1585468409,1585468424.721,0.77,0.1547,0.76,0.1633
model-1585468409,1585468424.751,0.75,0.1734,0.73,0.1647
model-1585468409,1585468424.774,0.77,0.1655,0.63,0.2222
model-1585468409,1585468424.797,0.78,0.1549,0.74,0.1819
model-1585468409,1585468424.821,0.71,0.187,0.74,0.1793
model-1585468409,1585468424.843,0.81,0.1411,0.81,0.1497
model-1585468409,1585468424.866,0.83,0.1428,0.68,0.2101
model-1585468409,1585468424.887,0.77,0.1603,0.85,0.1195
model-1585468409,1585468424.91,0.76,0.1621,0.81,0.155
model-1585468409,1585468424.932,0.78,0.1524,0.84,0.14
model-1585468409,1585468424.954,0.81,0.1479,0.77,0.1609
model-1585468409,1585468424.975,0.82,0.1265,0.74,0.1523
model-1585468409,1585468424.996,0.78,0.1723,0.8,0.1439
model-1585468409,1585468425.018,0.79,0.1576,0.66,0.2224
model-1585468409,1585468425.041,0.76,0.1562,0.68,0.2183
model-1585468409,1585468425.062,0.82,0.1296,0.75,0.1712
model-1585468409,1585468425.084,0.76,0.1539,0.77,0.154
model-1585468409,1585468425.106,0.79,0.1379,0.85,0.114
model-1585468409,1585468425.129,0.72,0.1667,0.69,0.1874
model-1585468409,1585468425.151,0.74,0.1656,0.68,0.194
model-1585468409,1585468425.173,0.79,0.1386,0.73,0.1849
model-1585468409,1585468425.196,0.83,0.1148,0.73,0.172
model-1585468409,1585468425.218,0.78,0.1528,0.79,0.126
model-1585468409,1585468425.24,0.74,0.1603,0.8,0.1495
model-1585468409,1585468425.263,0.76,0.1646,0.74,0.1785
model-1585468409,1585468425.284,0.79,0.1422,0.76,0.1519
model-1585468409,1585468425.306,0.82,0.1381,0.75,0.1444
model-1585468409,1585468425.328,0.77,0.1486,0.79,0.15
model-1585468409,1585468425.35,0.78,0.1259,0.74,0.1865
model-1585468409,1585468425.372,0.75,0.1889,0.81,0.1278
model-1585468409,1585468425.393,0.69,0.1749,0.7,0.1683
model-1585468409,1585468425.414,0.83,0.1138,0.74,0.1667
model-1585468409,1585468425.436,0.83,0.1253,0.73,0.1711
model-1585468409,1585468425.458,0.68,0.204,0.77,0.1495
model-1585468409,1585468425.48,0.75,0.1784,0.8,0.1374
model-1585468409,1585468425.501,0.78,0.1597,0.7,0.2077
model-1585468409,1585468425.522,0.69,0.2091,0.76,0.1626
model-1585468409,1585468425.543,0.77,0.1672,0.7,0.1812
model-1585468409,1585468425.567,0.78,0.1457,0.77,0.1724
model-1585468409,1585468425.587,0.81,0.1397,0.78,0.1741
model-1585468409,1585468425.611,0.79,0.1594,0.71,0.2036
model-1585468409,1585468425.636,0.67,0.1881,0.75,0.1694
model-1585468409,1585468425.657,0.71,0.1734,0.67,0.2047
model-1585468409,1585468425.68,0.83,0.1294,0.77,0.1599
model-1585468409,1585468425.702,0.79,0.15,0.73,0.2051
model-1585468409,1585468425.723,0.74,0.1665,0.71,0.1833
model-1585468409,1585468425.744,0.79,0.1467,0.8,0.1584
model-1585468409,1585468425.765,0.66,0.2005,0.7,0.1965
model-1585468409,1585468425.787,0.81,0.1386,0.7,0.2095
model-1585468409,1585468425.809,0.76,0.1685,0.74,0.1804
model-1585468409,1585468425.83,0.72,0.1721,0.71,0.1881
model-1585468409,1585468425.851,0.7,0.1873,0.69,0.2073
model-1585468409,1585468425.871,0.85,0.1293,0.78,0.1546
model-1585468409,1585468425.894,0.72,0.1945,0.69,0.1937
model-1585468409,1585468425.919,0.73,0.172,0.66,0.1909
model-1585468409,1585468425.94,0.73,0.1845,0.69,0.202
model-1585468409,1585468425.962,0.83,0.1419,0.71,0.1739
model-1585468409,1585468425.983,0.77,0.1601,0.81,0.147
model-1585468409,1585468426.006,0.79,0.1516,0.77,0.1462
model-1585468409,1585468426.029,0.81,0.1516,0.77,0.1745
model-1585468409,1585468426.05,0.78,0.1402,0.67,0.2026
model-1585468409,1585468426.072,0.73,0.1891,0.81,0.1577
model-1585468409,1585468426.093,0.81,0.1452,0.73,0.1689
model-1585468409,1585468426.115,0.85,0.1321,0.79,0.1581
model-1585468409,1585468426.137,0.78,0.1647,0.79,0.1745
model-1585468409,1585468426.158,0.81,0.1211,0.84,0.1108
model-1585468409,1585468426.179,0.76,0.1617,0.72,0.1802
model-1585468409,1585468426.2,0.82,0.1371,0.7,0.1863
model-1585468409,1585468426.222,0.79,0.1336,0.74,0.1875
model-1585468409,1585468426.245,0.85,0.1212,0.8,0.153
model-1585468409,1585468426.266,0.78,0.1583,0.75,0.1614
model-1585468409,1585468426.287,0.8,0.121,0.77,0.1298
model-1585468409,1585468426.308,0.82,0.1363,0.74,0.1868
model-1585468409,1585468426.33,0.79,0.1395,0.77,0.1726
model-1585468409,1585468426.352,0.81,0.1396,0.78,0.1437
model-1585468409,1585468426.373,0.77,0.15,0.77,0.1617
model-1585468409,1585468426.393,0.74,0.1626,0.87,0.1045
model-1585468409,1585468426.414,0.82,0.129,0.71,0.2085
model-1585468409,1585468426.437,0.79,0.1603,0.74,0.1619
model-1585468409,1585468426.459,0.79,0.1464,0.7,0.2044
model-1585468409,1585468426.48,0.8,0.1314,0.76,0.182
model-1585468409,1585468426.501,0.82,0.1392,0.75,0.1784
model-1585468409,1585468426.522,0.82,0.1326,0.69,0.2012
model-1585468409,1585468426.545,0.79,0.1298,0.79,0.154
model-1585468409,1585468426.57,0.81,0.1423,0.84,0.118
model-1585468409,1585468426.591,0.8,0.1392,0.81,0.1492
model-1585468409,1585468426.612,0.84,0.1019,0.7,0.1841
model-1585468409,1585468426.633,0.75,0.1574,0.76,0.164
model-1585468409,1585468426.655,0.81,0.1443,0.78,0.1398
model-1585468409,1585468426.678,0.82,0.1218,0.76,0.1708
model-1585468409,1585468426.699,0.79,0.1392,0.7,0.2017
model-1585468409,1585468426.719,0.73,0.1841,0.8,0.1384
model-1585468409,1585468426.741,0.7,0.1955,0.7,0.1949
model-1585468409,1585468426.764,0.74,0.1647,0.76,0.1581
model-1585468409,1585468426.788,0.8,0.167,0.69,0.2105
model-1585468409,1585468426.81,0.81,0.1366,0.73,0.1555
model-1585468409,1585468426.832,0.76,0.1498,0.73,0.1678
model-1585468409,1585468426.854,0.81,0.1353,0.76,0.1557
model-1585468409,1585468426.878,0.81,0.1285,0.72,0.1995
model-1585468409,1585468426.901,0.77,0.1483,0.77,0.1819
model-1585468409,1585468426.923,0.8,0.1411,0.83,0.1383
model-1585468409,1585468426.945,0.81,0.1317,0.78,0.1469
model-1585468409,1585468426.966,0.85,0.1318,0.8,0.1517
model-1585468409,1585468426.989,0.8,0.1278,0.64,0.2338
model-1585468409,1585468427.012,0.75,0.1647,0.72,0.1986
model-1585468409,1585468427.034,0.76,0.1869,0.79,0.1561
model-1585468409,1585468427.056,0.82,0.1308,0.73,0.1838
model-1585468409,1585468427.077,0.8,0.1656,0.71,0.1773
model-1585468409,1585468427.099,0.73,0.1802,0.8,0.1588
model-1585468409,1585468427.121,0.86,0.124,0.75,0.1956
model-1585468409,1585468427.142,0.81,0.1288,0.69,0.1993
model-1585468409,1585468427.164,0.76,0.1655,0.79,0.1621
model-1585468409,1585468427.185,0.8,0.1455,0.89,0.1033
model-1585468409,1585468427.207,0.79,0.1423,0.77,0.1458
model-1585468409,1585468427.229,0.85,0.1132,0.66,0.2179
model-1585468409,1585468427.25,0.74,0.1478,0.79,0.1528
model-1585468409,1585468427.271,0.82,0.1206,0.61,0.2224
model-1585468409,1585468427.292,0.8,0.1489,0.71,0.1964
model-1585468409,1585468427.314,0.72,0.1541,0.81,0.1744
model-1585468409,1585468427.336,0.82,0.1329,0.76,0.1876
model-1585468409,1585468427.357,0.84,0.1147,0.79,0.1451
model-1585468409,1585468427.377,0.83,0.1221,0.71,0.1886
model-1585468409,1585468427.398,0.86,0.1157,0.83,0.1251
model-1585468409,1585468427.42,0.88,0.1188,0.76,0.1601
model-1585468409,1585468427.442,0.85,0.1134,0.74,0.1647
model-1585468409,1585468427.463,0.79,0.1606,0.81,0.1377
model-1585468409,1585468427.483,0.83,0.1362,0.74,0.1716
model-1585468409,1585468427.504,0.71,0.1744,0.75,0.1778
model-1585468409,1585468427.526,0.8,0.1264,0.78,0.1495
model-1585468409,1585468427.549,0.79,0.1461,0.74,0.1673
model-1585468409,1585468427.57,0.81,0.1375,0.79,0.148
model-1585468409,1585468427.59,0.81,0.1537,0.74,0.1972
model-1585468409,1585468427.611,0.76,0.1748,0.72,0.1892
model-1585468409,1585468427.634,0.79,0.1461,0.71,0.1974
model-1585468409,1585468427.657,0.87,0.1018,0.71,0.1934
model-1585468409,1585468427.678,0.69,0.1943,0.83,0.1335
model-1585468409,1585468427.699,0.82,0.1424,0.74,0.1586
model-1585468409,1585468427.72,0.72,0.1729,0.72,0.1865
model-1585468409,1585468427.742,0.81,0.1475,0.81,0.1242
model-1585468409,1585468427.764,0.86,0.1245,0.74,0.1822
model-1585468409,1585468427.785,0.8,0.158,0.83,0.1392
model-1585468409,1585468427.805,0.78,0.1633,0.74,0.1887
model-1585468409,1585468427.827,0.77,0.1661,0.81,0.1389
model-1585468409,1585468427.849,0.79,0.15,0.79,0.1483
model-1585468409,1585468427.871,0.81,0.1414,0.77,0.1485
model-1585468409,1585468427.892,0.73,0.1618,0.8,0.1558
model-1585468409,1585468427.913,0.76,0.1481,0.8,0.1531
model-1585468409,1585468427.933,0.84,0.1405,0.69,0.2043
model-1585468409,1585468427.955,0.78,0.1538,0.72,0.1848
model-1585468409,1585468427.978,0.76,0.1666,0.76,0.175
model-1585468409,1585468427.999,0.78,0.1674,0.71,0.1805
model-1585468409,1585468428.019,0.77,0.1556,0.77,0.1566
model-1585468409,1585468428.04,0.8,0.1463,0.74,0.1693
model-1585468409,1585468428.063,0.83,0.1224,0.76,0.1667
model-1585468409,1585468428.084,0.65,0.2053,0.8,0.1372
model-1585468409,1585468428.106,0.72,0.1899,0.8,0.1659
model-1585468409,1585468428.129,0.78,0.1344,0.7,0.2104
model-1585468409,1585468428.155,0.82,0.122,0.8,0.1414
model-1585468409,1585468428.18,0.79,0.1501,0.72,0.1813
model-1585468409,1585468428.202,0.75,0.1706,0.66,0.2244
model-1585468409,1585468428.224,0.79,0.1526,0.76,0.1613
model-1585468409,1585468428.246,0.84,0.1353,0.81,0.1314
model-1585468409,1585468428.268,0.86,0.1017,0.78,0.163
model-1585468409,1585468428.291,0.81,0.1374,0.81,0.1274
model-1585468409,1585468428.314,0.77,0.1505,0.68,0.2087
model-1585468409,1585468428.335,0.73,0.1735,0.83,0.1287
model-1585468409,1585468428.356,0.75,0.1545,0.69,0.2064
model-1585468409,1585468428.378,0.81,0.1564,0.78,0.1506
model-1585468409,1585468428.399,0.78,0.1513,0.76,0.1616
model-1585468409,1585468428.422,0.86,0.1137,0.73,0.1793
model-1585468409,1585468428.444,0.83,0.1341,0.8,0.1398
model-1585468409,1585468428.465,0.77,0.146,0.72,0.2111
model-1585468409,1585468428.486,0.84,0.128,0.68,0.1901
model-1585468409,1585468428.509,0.78,0.158,0.69,0.1726
model-1585468409,1585468428.532,0.79,0.1663,0.76,0.1678
model-1585468409,1585468428.556,0.75,0.1527,0.78,0.1559
model-1585468409,1585468428.579,0.81,0.1215,0.73,0.1687
model-1585468409,1585468428.6,0.81,0.1514,0.8,0.155
model-1585468409,1585468428.623,0.8,0.1405,0.73,0.174
model-1585468409,1585468428.645,0.83,0.115,0.76,0.163
model-1585468409,1585468428.667,0.83,0.1381,0.74,0.1622
model-1585468409,1585468428.688,0.72,0.177,0.75,0.1654
model-1585468409,1585468428.709,0.8,0.1501,0.74,0.168
model-1585468409,1585468428.732,0.77,0.1448,0.77,0.1579
model-1585468409,1585468428.753,0.68,0.1901,0.86,0.1105
model-1585468409,1585468428.775,0.83,0.1433,0.7,0.1992
model-1585468409,1585468428.797,0.93,0.0739,0.73,0.1856
model-1585468409,1585468428.82,0.82,0.1298,0.88,0.0942
model-1585468409,1585468428.842,0.82,0.1277,0.75,0.1552
model-1585468409,1585468428.866,0.79,0.1517,0.77,0.1461
model-1585468409,1585468428.888,0.81,0.1142,0.79,0.1546
model-1585468409,1585468428.91,0.82,0.1288,0.8,0.139
model-1585468409,1585468428.932,0.82,0.1362,0.7,0.2003
model-1585468409,1585468428.956,0.81,0.1334,0.77,0.144
model-1585468409,1585468428.98,0.87,0.117,0.74,0.169
model-1585468409,1585468429.001,0.84,0.1318,0.76,0.1687
model-1585468409,1585468429.024,0.75,0.1573,0.75,0.1599
model-1585468409,1585468429.045,0.77,0.1554,0.78,0.1591
model-1585468409,1585468429.068,0.81,0.148,0.84,0.123
model-1585468409,1585468429.09,0.84,0.1119,0.8,0.1491
model-1585468409,1585468429.112,0.8,0.1291,0.78,0.1822
model-1585468409,1585468429.133,0.8,0.1306,0.72,0.1812
model-1585468409,1585468429.155,0.86,0.1133,0.7,0.171
